index,Name,FA_Year,Contract,Age_x,eFG,PPG,APG,RPG,SPG,BPG,MPG,is_AllStar,is_AllNBA,ID,Pos,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season
85,Elfrid Payton,2019,8000000.0,25.0,0.47451456310679613,10.619047619047619,7.619047619047619,5.238095238095238,1.0476190476190477,0.40476190476190477,29.761904761904763,0.0,0.0,203901.0,PG,0.6,0.9,1.5,0.058,-0.7,-0.7,-1.4,0.2,2018-19
86,Reggie Jackson,2015,12485153.0,25.0,0.46987951807228917,14.506493506493506,6.0,4.246753246753247,0.8051948051948052,0.11688311688311688,29.454545454545453,0.0,0.0,202704.0,PG,3.3,1.7,4.9,0.104,1.8,-0.6,1.1,1.8,2014-15
86,Reggie Jackson,2015,12485153.0,25.0,0.46987951807228917,14.506493506493506,6.0,4.246753246753247,0.8051948051948052,0.11688311688311688,29.454545454545453,0.0,0.0,202704.0,PG,1.8,1.1,2.9,0.101,0.9,-0.2,0.7,0.9,2014-15
86,Reggie Jackson,2015,12485153.0,25.0,0.46987951807228917,14.506493506493506,6.0,4.246753246753247,0.8051948051948052,0.11688311688311688,29.454545454545453,0.0,0.0,202704.0,PG,1.5,0.5,2.0,0.11,3.2,-1.3,1.9,0.9,2014-15
88,James Harden,2016,30902124.75,26.0,0.5120593692022264,28.975609756097562,7.463414634146342,6.109756097560975,1.6951219512195121,0.6219512195121951,38.109756097560975,1.0,0.0,201935.0,SG,10.7,2.6,13.3,0.204,6.4,0.2,6.6,6.8,2015-16
89,Bryn Forbes,2018,3000000.0,24.0,0.5100603621730382,6.9375,1.0,1.375,0.35,0.025,18.9625,0.0,0.0,1627854.0,SG,0.8,1.3,2.1,0.067,-2.5,-0.6,-3.1,-0.4,2017-18
90,Al-Farouq Aminu,2015,7500000.0,24.0,0.45938375350140054,5.5675675675675675,0.7972972972972973,4.621621621621622,0.9459459459459459,0.8378378378378378,18.45945945945946,0.0,0.0,202329.0,SF,1.2,2.0,3.3,0.115,-0.7,1.5,0.7,1.0,2014-15
91,Mason Plumlee,2017,13666666.666666666,27.0,0.536115569823435,10.395061728395062,3.506172839506173,7.469135802469136,0.8518518518518519,1.1358024691358024,26.51851851851852,0.0,0.0,203486.0,C,3.6,2.4,6.0,0.135,0.6,1.4,2.0,2.2,2016-17
97,Willie Cauley-Stein,2019,2177483.0,25.0,0.5566801619433198,11.91358024691358,2.3950617283950617,8.37037037037037,1.1851851851851851,0.6296296296296297,27.320987654320987,0.0,0.0,1626161.0,C,3.8,2.9,6.7,0.146,0.2,1.1,1.2,1.8,2018-19
98,Raul Neto,2018,1918572.5,26.0,0.5198675496688742,4.463414634146342,1.829268292682927,1.1951219512195121,0.3170731707317073,0.0975609756097561,12.146341463414634,0.0,0.0,203526.0,PG,0.3,0.6,0.9,0.086,-1.6,0.2,-1.4,0.1,2017-18
103,Edmond Sumner,2018,1224897.0,22.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1628410.0,PG,0.0,0.0,0.0,0.425,-2.4,9.3,6.9,0.0,2017-18
106,Shaquille Harrison,2018,1473047.5,24.0,0.5,6.608695652173913,2.391304347826087,2.652173913043478,1.1304347826086956,0.30434782608695654,16.695652173913043,0.0,0.0,1627885.0,PG,0.4,0.4,0.8,0.094,-2.3,1.7,-0.7,0.1,2017-18
111,Jordan Clarkson,2016,12500000.0,24.0,0.4831511839708561,15.50632911392405,2.430379746835443,3.962025316455696,1.1139240506329113,0.08860759493670886,32.30379746835443,0.0,0.0,203903.0,SG,1.7,0.4,2.1,0.039,-0.1,-1.5,-1.6,0.2,2015-16
142,Patrick Patterson,2017,4325064.333333333,28.0,0.5234375,6.846153846153846,1.1692307692307693,4.507692307692308,0.6153846153846154,0.35384615384615387,24.6,0.0,0.0,202335.0,PF,1.7,1.6,3.3,0.1,0.0,0.1,0.1,0.8,2016-17
114,Robin Lopez,2015,13503875.0,27.0,0.5354691075514875,9.59322033898305,0.9322033898305084,6.677966101694915,0.2711864406779661,1.423728813559322,27.76271186440678,0.0,0.0,201577.0,C,3.2,1.9,5.1,0.15,0.1,0.1,0.1,0.9,2014-15
132,Robin Lopez,2019,4767000.0,31.0,0.5747663551401869,9.513513513513514,1.2027027027027026,3.864864864864865,0.14864864864864866,1.054054054054054,21.7027027027027,0.0,0.0,201577.0,C,2.0,0.7,2.7,0.081,-0.6,-1.4,-1.9,0.0,2018-19
122,Joe Ingles,2015,2100000.0,27.0,0.5169491525423728,5.012658227848101,2.3037974683544302,2.2151898734177213,0.9113924050632911,0.12658227848101267,21.17721518987342,0.0,0.0,204060.0,SF,0.5,1.6,2.2,0.062,-2.3,1.1,-1.2,0.3,2014-15
125,Harrison Barnes,2016,23370934.75,24.0,0.5308056872037915,11.727272727272727,1.7727272727272727,4.924242424242424,0.6212121212121212,0.15151515151515152,30.939393939393938,0.0,0.0,203084.0,SF,3.1,1.9,4.9,0.116,-0.2,-1.1,-1.3,0.3,2015-16
126,Torrey Craig,2018,2000000.0,27.0,0.5145985401459854,4.17948717948718,0.6410256410256411,3.2564102564102564,0.3076923076923077,0.38461538461538464,16.128205128205128,0.0,0.0,1628470.0,SF,0.5,0.4,0.9,0.069,-2.2,-0.7,-2.9,-0.1,2017-18
128,Jae Crowder,2015,7000000.0,24.0,0.4761467889908257,7.658536585365853,1.146341463414634,3.573170731707317,0.8780487804878049,0.3048780487804878,20.085365853658537,0.0,0.0,203109.0,SF,1.9,2.0,3.9,0.113,-0.2,0.7,0.5,1.0,2014-15
128,Jae Crowder,2015,7000000.0,24.0,0.4761467889908257,7.658536585365853,1.146341463414634,3.573170731707317,0.8780487804878049,0.3048780487804878,20.085365853658537,0.0,0.0,203109.0,SF,0.3,0.3,0.5,0.098,-0.6,0.5,-0.1,0.1,2014-15
128,Jae Crowder,2015,7000000.0,24.0,0.4761467889908257,7.658536585365853,1.146341463414634,3.573170731707317,0.8780487804878049,0.3048780487804878,20.085365853658537,0.0,0.0,203109.0,SF,1.6,1.8,3.3,0.116,-0.2,0.8,0.6,0.9,2014-15
129,Hassan Whiteside,2016,24354884.0,27.0,0.6055718475073314,14.246575342465754,0.3972602739726027,11.849315068493151,0.6027397260273972,3.684931506849315,29.10958904109589,0.0,0.0,202355.0,C,5.0,5.3,10.3,0.233,1.7,2.4,4.1,3.3,2015-16
130,Kyrie Irving,2015,20951075.6,23.0,0.531578947368421,21.706666666666667,5.1866666666666665,3.16,1.52,0.26666666666666666,36.4,1.0,1.0,202681.0,PG,8.4,2.0,10.4,0.183,4.4,-0.4,4.1,4.2,2014-15
134,Justin Holiday,2015,981486.0,26.0,0.46170212765957447,4.305084745762712,0.8135593220338984,1.2372881355932204,0.6779661016949152,0.2033898305084746,11.135593220338983,0.0,0.0,203200.0,SG,0.2,1.0,1.3,0.092,-2.4,1.0,-1.4,0.1,2014-15
178,Justin Holiday,2017,4500000.0,28.0,0.5232342007434945,7.670731707317073,1.2439024390243902,2.7439024390243905,0.7926829268292683,0.3780487804878049,19.98780487804878,0.0,0.0,203200.0,SG,1.3,1.2,2.5,0.073,-0.5,0.2,-0.3,0.7,2016-17
138,Serge Ibaka,2017,21666666.666666668,27.0,0.5427698574338086,14.848101265822784,0.9493670886075949,6.810126582278481,0.5189873417721519,1.5696202531645569,30.658227848101266,0.0,0.0,201586.0,PF,2.5,2.6,5.1,0.101,0.4,-0.3,0.1,1.2,2016-17
173,Eric Gordon,2016,13221697.5,27.0,0.5208333333333334,15.244444444444444,2.688888888888889,2.2,0.9555555555555556,0.3111111111111111,32.91111111111111,0.0,0.0,201569.0,SG,1.7,0.4,2.1,0.069,0.9,-1.0,-0.1,0.7,2015-16
140,Fred VanVleet,2018,9000000.0,24.0,0.5247706422018349,8.631578947368421,3.1973684210526314,2.4210526315789473,0.8947368421052632,0.25,20.0,0.0,0.0,1627832.0,PG,2.7,2.0,4.7,0.149,1.4,1.0,2.4,1.7,2017-18
186,Thaddeus Young,2015,12500000.0,27.0,0.4855371900826446,14.092105263157896,2.276315789473684,5.407894736842105,1.631578947368421,0.32894736842105265,32.026315789473685,0.0,0.0,201152.0,PF,1.6,1.4,3.1,0.061,0.0,-0.2,-0.1,1.1,2014-15
186,Thaddeus Young,2015,12500000.0,27.0,0.4855371900826446,14.092105263157896,2.276315789473684,5.407894736842105,1.631578947368421,0.32894736842105265,32.026315789473685,0.0,0.0,201152.0,PF,0.8,0.6,1.4,0.043,-0.4,-0.1,-0.5,0.6,2014-15
186,Thaddeus Young,2015,12500000.0,27.0,0.4855371900826446,14.092105263157896,2.276315789473684,5.407894736842105,1.631578947368421,0.32894736842105265,32.026315789473685,0.0,0.0,201152.0,PF,0.8,0.8,1.6,0.095,0.7,-0.3,0.5,0.5,2014-15
146,Ed Davis,2015,6666666.666666667,26.0,0.6012793176972282,8.30379746835443,1.1898734177215189,7.594936708860759,0.620253164556962,1.240506329113924,23.29113924050633,0.0,0.0,202334.0,PF,4.6,1.6,6.3,0.164,1.4,0.1,1.5,1.6,2014-15
148,Tristan Thompson,2015,16399826.0,24.0,0.5471311475409836,8.451219512195122,0.47560975609756095,8.012195121951219,0.4146341463414634,0.7439024390243902,26.75609756097561,0.0,0.0,202684.0,PF,4.7,2.1,6.8,0.148,0.1,-1.4,-1.2,0.4,2014-15
150,Khris Middleton,2015,17520689.6,23.0,0.5299194476409667,13.354430379746836,2.3037974683544302,4.3924050632911396,1.5443037974683544,0.13924050632911392,30.10126582278481,0.0,0.0,203114.0,SF,3.2,3.5,6.7,0.135,0.5,1.1,1.6,2.2,2014-15
151,Ricky Rubio,2015,13750000.0,24.0,0.3858447488584475,10.272727272727273,8.772727272727273,5.681818181818182,1.7272727272727273,0.045454545454545456,31.454545454545453,0.0,0.0,201937.0,PG,0.1,0.4,0.5,0.033,-0.3,0.2,-0.1,0.3,2014-15
152,LeBron James,2016,32124579.5,31.0,0.5512005649717514,25.263157894736842,6.7631578947368425,7.434210526315789,1.368421052631579,0.6447368421052632,35.64473684210526,1.0,1.0,2544.0,SF,9.6,4.0,13.6,0.242,7.0,2.0,9.0,7.5,2015-16
164,LeBron James,2015,26966975.0,30.0,0.5347928068803753,25.26086956521739,7.405797101449275,6.028985507246377,1.5797101449275361,0.7101449275362319,36.130434782608695,1.0,1.0,2544.0,SF,7.4,2.9,10.4,0.199,6.1,1.0,7.1,5.7,2014-15
155,Danilo Gallinari,2017,21587579.0,28.0,0.5306666666666666,18.174603174603174,2.142857142857143,5.158730158730159,0.6349206349206349,0.23809523809523808,33.87301587301587,0.0,0.0,201568.0,SF,6.2,0.7,6.8,0.154,2.8,-1.4,1.4,1.9,2016-17
179,Danilo Gallinari,2015,16536533.0,26.0,0.49559859154929575,12.440677966101696,1.4067796610169492,3.694915254237288,0.7966101694915254,0.3389830508474576,24.16949152542373,0.0,0.0,201568.0,SF,3.0,1.0,3.9,0.132,2.6,-0.2,2.4,1.6,2014-15
160,Meyers Leonard,2016,10250000.0,24.0,0.5471264367816092,8.37704918032787,1.5081967213114753,5.147540983606557,0.13114754098360656,0.29508196721311475,21.852459016393443,0.0,0.0,203086.0,PF,1.2,1.0,2.2,0.078,-1.1,-0.6,-1.7,0.1,2015-16
162,Seth Curry,2015,1922638.0,24.0,0.0,0.0,0.5,1.0,0.0,0.0,4.0,0.0,0.0,203552.0,PG,-0.1,0.0,0.0,-0.298,-20.1,-3.0,-23.1,0.0,2014-15
166,Seth Curry,2016,2963205.0,25.0,0.5669642857142857,6.795454545454546,1.5227272727272727,1.3636363636363635,0.5,0.06818181818181818,15.727272727272727,0.0,0.0,203552.0,PG,1.2,0.2,1.4,0.097,0.7,-0.9,-0.2,0.3,2015-16
163,Christian Wood,2016,874636.0,20.0,0.4528301886792453,3.588235294117647,0.17647058823529413,2.235294117647059,0.29411764705882354,0.4117647058823529,8.529411764705882,0.0,0.0,1626174.0,PF,0.2,0.1,0.3,0.097,0.4,-0.6,-0.2,0.1,2015-16
165,Trey Burke,2017,1289587.5,24.0,0.515686274509804,5.0,1.7543859649122806,0.8245614035087719,0.19298245614035087,0.08771929824561403,12.333333333333334,0.0,0.0,203504.0,PG,0.3,0.3,0.5,0.036,-1.3,-1.8,-3.0,-0.2,2016-17
190,Derrick Favors,2018,17275000.0,26.0,0.5726495726495726,12.25974025974026,1.3246753246753247,7.1688311688311686,0.7012987012987013,1.0649350649350648,27.961038961038962,0.0,0.0,202324.0,C,4.5,3.5,8.0,0.179,0.9,0.7,1.5,1.9,2017-18
176,Klay Thompson,2015,17244862.5,25.0,0.5554272517321016,21.662337662337663,2.883116883116883,3.207792207792208,1.12987012987013,0.7792207792207793,31.883116883116884,1.0,1.0,202691.0,SG,5.7,3.1,8.8,0.172,4.5,-0.1,4.4,4.0,2014-15
177,Kemba Walker,2015,12000000.0,25.0,0.4286442405708461,17.338709677419356,5.129032258064516,3.5483870967741935,1.435483870967742,0.5,34.17741935483871,0.0,0.0,202689.0,PG,1.8,2.6,4.5,0.101,1.7,0.6,2.3,2.3,2014-15
180,JaKarr Sampson,2015,1103547.0,22.0,0.4667630057803468,5.216216216216216,1.0405405405405406,2.2027027027027026,0.5135135135135135,0.35135135135135137,15.283783783783784,0.0,0.0,203960.0,SF,-0.5,1.1,0.6,0.025,-4.2,0.0,-4.2,-0.6,2014-15
182,Tyler Johnson,2016,7719436.25,24.0,0.5411522633744856,8.722222222222221,2.1944444444444446,3.0277777777777777,0.6666666666666666,0.3888888888888889,23.97222222222222,0.0,0.0,204020.0,SG,1.2,0.9,2.0,0.113,-0.1,0.7,0.7,0.6,2015-16
184,Aron Baynes,2018,5323440.0,31.0,0.4742152466367713,5.950617283950617,1.1481481481481481,5.3580246913580245,0.2716049382716049,0.6296296296296297,18.320987654320987,0.0,0.0,203382.0,C,0.5,2.5,3.0,0.097,-3.6,0.7,-2.9,-0.3,2017-18
196,Aron Baynes,2015,5766666.666666667,28.0,0.5672782874617737,6.585714285714285,0.5,4.542857142857143,0.22857142857142856,0.3142857142857143,16.02857142857143,0.0,0.0,203382.0,C,2.3,1.6,3.9,0.166,-1.4,-0.4,-1.8,0.1,2014-15
187,Anthony Davis,2016,24604884.5,23.0,0.508362676056338,24.278688524590162,1.901639344262295,10.278688524590164,1.278688524590164,2.0491803278688523,35.47540983606557,1.0,0.0,203076.0,C,4.4,2.8,7.2,0.16,3.6,0.4,3.9,3.2,2015-16
192,Jerami Grant,2018,8839743.0,24.0,0.5701754385964912,8.419753086419753,0.7037037037037037,3.9382716049382718,0.38271604938271603,0.9506172839506173,20.333333333333332,0.0,0.0,203924.0,PF,3.5,1.9,5.4,0.156,0.0,0.3,0.3,1.0,2017-18
193,Patrick Beverley,2015,5756757.0,26.0,0.49154135338345867,10.142857142857142,3.4285714285714284,4.232142857142857,1.0535714285714286,0.4107142857142857,30.839285714285715,0.0,0.0,201976.0,PG,1.7,1.8,3.5,0.096,-0.4,0.5,0.1,0.9,2014-15
198,Draymond Green,2015,16400000.0,25.0,0.515686274509804,11.658227848101266,3.6835443037974684,8.189873417721518,1.5569620253164558,1.2531645569620253,31.518987341772153,0.0,0.0,203110.0,PF,3.3,5.2,8.5,0.163,0.7,2.8,3.5,3.5,2014-15
0,Dwight Howard,2020,2600000.0,34.0,0.7346570397111913,7.492753623188406,0.6521739130434783,7.3478260869565215,0.4492753623188406,1.144927536231884,18.92753623188406,0.0,0.0,2730.0,C,2.8,2.6,5.4,0.197,-1.0,1.2,0.2,0.7,2019-20
1,Chris Paul,2021,30000000.0,36.0,0.5574516496018203,16.414285714285715,8.885714285714286,4.457142857142857,1.4142857142857144,0.2714285714285714,31.428571428571427,1.0,1.0,101108.0,PG,6.5,2.7,9.2,0.201,3.5,1.1,4.6,3.6,2020-21
2,Lou Williams,2021,5000000.0,34.0,0.46362229102167185,11.348484848484848,3.409090909090909,2.090909090909091,0.7121212121212122,0.09090909090909091,21.560606060606062,0.0,0.0,101150.0,PG,0.5,1.2,1.7,0.056,-1.0,-1.5,-2.5,-0.2,2020-21
3,Rajon Rondo,2020,7500000.0,34.0,0.4801829268292683,7.125,5.0,2.9583333333333335,0.8333333333333334,0.041666666666666664,20.5,0.0,0.0,200765.0,PG,0.1,1.3,1.4,0.068,-1.2,-0.1,-1.4,0.2,2019-20
4,Kyle Lowry,2021,30000000.0,35.0,0.5461409395973155,17.195652173913043,7.3478260869565215,5.369565217391305,0.9782608695652174,0.30434782608695654,34.82608695652174,0.0,0.0,200768.0,PG,2.9,1.3,4.1,0.124,2.0,-0.4,1.6,1.5,2020-21
5,P.J. Tucker,2021,7500000.0,36.0,0.4858757062146893,3.7115384615384617,1.1730769230769231,3.923076923076923,0.75,0.38461538461538464,26.076923076923077,0.0,0.0,200782.0,PF,0.1,0.9,1.0,0.034,-4.6,0.5,-4.1,-0.7,2020-21
6,P.J. Tucker,2022,11066666.666666668,37.0,0.5771028037383178,7.591549295774648,2.0985915492957745,5.450704225352113,0.8169014084507042,0.2112676056338028,27.901408450704224,0.0,0.0,200782.0,PF,2.4,2.6,5.0,0.121,-0.8,1.4,0.6,1.3,2021-22
7,Paul Millsap,2020,10000000.0,35.0,0.54337899543379,11.588235294117647,1.6274509803921569,5.745098039215686,0.8627450980392157,0.5882352941176471,24.313725490196077,0.0,0.0,200794.0,PF,2.1,1.4,3.5,0.136,0.3,-0.2,0.1,0.7,2019-20
8,Mike Conley,2021,24666666.666666668,33.0,0.5515625,16.215686274509803,5.980392156862745,3.4705882352941178,1.3725490196078431,0.17647058823529413,29.372549019607842,1.0,0.0,201144.0,PG,4.0,2.1,6.1,0.197,3.6,1.3,4.9,2.6,2020-21
9,Jeff Green,2021,5000000.0,34.0,0.589622641509434,11.029411764705882,1.588235294117647,3.8676470588235294,0.5294117647058824,0.39705882352941174,26.985294117647058,0.0,0.0,201145.0,PF,2.9,1.2,4.1,0.107,0.0,-0.9,-0.8,0.5,2020-21
10,Jeff Green,2023,6000000.0,36.0,0.5335365853658537,7.803571428571429,1.2321428571428572,2.5714285714285716,0.32142857142857145,0.30357142857142855,19.482142857142858,0.0,0.0,201145.0,PF,0.8,0.8,1.7,0.074,-2.4,-1.0,-3.4,-0.4,2022-23
11,Thaddeus Young,2022,8000000.0,34.0,0.5496323529411765,6.1923076923076925,2.0,4.0,1.0384615384615385,0.34615384615384615,16.25,0.0,0.0,201152.0,PF,0.9,1.3,2.2,0.126,0.1,2.1,2.2,0.9,2021-22
12,Jared Dudley,2020,2600000.0,34.0,0.55,1.511111111111111,0.6222222222222222,1.1555555555555554,0.3333333333333333,0.06666666666666667,8.088888888888889,0.0,0.0,201162.0,PF,0.3,0.5,0.8,0.102,-2.7,2.0,-0.7,0.1,2019-20
13,Marc Gasol,2020,2650000.0,35.0,0.5286738351254481,7.5227272727272725,3.340909090909091,6.25,0.7727272727272727,0.8636363636363636,26.386363636363637,0.0,0.0,201188.0,C,0.8,2.2,3.0,0.124,-1.2,2.8,1.6,1.1,2019-20
14,Derrick Rose,2021,14333333.333333334,32.0,0.5106382978723404,14.68,4.18,2.6,0.98,0.38,25.58,0.0,0.0,201565.0,PG,1.6,1.6,3.1,0.118,1.6,0.3,1.9,1.3,2020-21
15,Derrick Rose,2023,3250000.0,34.0,0.44339622641509435,5.62962962962963,1.7037037037037037,1.4814814814814814,0.25925925925925924,0.18518518518518517,12.518518518518519,0.0,0.0,201565.0,PG,-0.3,0.3,0.0,-0.001,-2.2,-1.5,-3.7,-0.1,2022-23
16,Russell Westbrook,2023,4000000.0,34.0,0.4808274470232089,15.876712328767123,7.5479452054794525,5.794520547945205,1.0410958904109588,0.4520547945205479,29.123287671232877,0.0,0.0,201566.0,PG,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2,2022-23
17,Danilo Gallinari,2020,20500000.0,31.0,0.5471236230110159,18.70967741935484,1.9193548387096775,5.193548387096774,0.6774193548387096,0.08064516129032258,29.580645161290324,0.0,0.0,201568.0,PF,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,2019-20
18,Danilo Gallinari,2022,6500000.0,33.0,0.5276381909547738,11.681818181818182,1.5303030303030303,4.666666666666667,0.42424242424242425,0.18181818181818182,25.333333333333332,0.0,0.0,201568.0,PF,2.8,0.8,3.6,0.105,1.0,-1.2,-0.2,0.8,2021-22
19,D.J. Augustin,2020,7000000.0,32.0,0.4750542299349241,10.508771929824562,4.5964912280701755,2.1403508771929824,0.5964912280701754,0.017543859649122806,24.912280701754387,0.0,0.0,201571.0,PG,2.0,0.9,2.9,0.098,-0.3,-1.3,-1.6,0.2,2019-20
20,Brook Lopez,2023,24000000.0,35.0,0.6062291434927698,15.884615384615385,1.2692307692307692,6.666666666666667,0.47435897435897434,2.4743589743589745,30.41025641025641,0.0,0.0,201572.0,C,4.1,3.9,8.0,0.161,0.8,1.3,2.1,2.5,2022-23
21,Robin Lopez,2021,5000000.0,33.0,0.6388235294117647,9.04225352112676,0.7746478873239436,3.8309859154929575,0.2112676056338028,0.6197183098591549,19.070422535211268,0.0,0.0,201577.0,C,2.8,0.9,3.7,0.131,0.2,-1.2,-1.0,0.4,2020-21
22,JaVale McGee,2021,5000000.0,33.0,0.5195035460992907,7.326086956521739,0.8478260869565217,5.195652173913044,0.41304347826086957,1.173913043478261,14.73913043478261,0.0,0.0,201580.0,C,-0.1,1.1,1.0,0.068,-3.3,0.8,-2.5,-0.1,2020-21
23,JaVale McGee,2022,6700000.0,34.0,0.631004366812227,9.18918918918919,0.5675675675675675,6.702702702702703,0.2972972972972973,1.0945945945945945,15.837837837837839,0.0,0.0,201580.0,C,2.4,2.6,4.9,0.201,-0.1,0.9,0.8,0.8,2021-22
24,Serge Ibaka,2020,9500000.0,30.0,0.564179104477612,15.363636363636363,1.4,8.218181818181819,0.509090909090909,0.8363636363636363,27.0,0.0,0.0,201586.0,C,1.2,2.7,3.9,0.126,0.1,0.0,0.1,0.8,2019-20
25,Nicolas Batum,2022,11000000.0,33.0,0.6020671834625323,8.322033898305085,1.694915254237288,4.305084745762712,0.9830508474576272,0.711864406779661,24.796610169491526,0.0,0.0,201587.0,PF,1.6,2.1,3.7,0.123,0.5,1.9,2.3,1.6,2021-22
26,George Hill,2021,4000000.0,35.0,0.5609137055837563,8.7,2.433333333333333,2.033333333333333,0.7666666666666667,0.16666666666666666,22.4,0.0,0.0,201588.0,PG,0.9,0.6,1.4,0.1,-1.0,-0.2,-1.2,0.1,2020-21
28,James Harden,2022,34300000.0,32.0,0.4848790322580645,22.03076923076923,10.261538461538462,7.6923076923076925,1.2615384615384615,0.5538461538461539,37.23076923076923,0.0,0.0,201935.0,PG,4.9,2.7,7.6,0.152,3.7,0.3,4.0,3.7,2021-22
29,Ricky Rubio,2022,6133333.333333333,31.0,0.4343065693430657,13.088235294117647,6.617647058823529,4.147058823529412,1.4411764705882353,0.20588235294117646,28.529411764705884,0.0,0.0,201937.0,PG,-0.1,1.4,1.3,0.064,-1.0,1.2,0.2,0.5,2021-22
30,DeMar DeRozan,2021,28333333.33333333,31.0,0.5048913043478261,21.57377049180328,6.918032786885246,4.245901639344262,0.9180327868852459,0.2459016393442623,33.704918032786885,0.0,0.0,201942.0,PF,5.9,1.5,7.4,0.172,3.2,-0.1,3.1,2.6,2020-21
